country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,most_impressing,total_cost,total_people,total_nights
29,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,30,0,0,1,0,828750.0,1,30
33,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,226933.0,1,21
19,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,10,5,0,1,0,3315000.0,3,15
3,0,1,0,1,2,2,2,0,0,0,0,0,0,0,0,10,0,0,0,0,1657500.0,1,10
4,1,2,1,1,4,5,1,0,0,0,0,0,0,0,0,19,6,0,0,0,4143750.0,2,25
15,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,82875.0,1,1
8,0,4,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,497250.0,3,1
20,0,2,1,1,0,0,0,1,1,1,1,0,1,1,0,7,0,0,1,0,9945000.0,2,7
4,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,4,2154750.0,1,3
4,1,1,1,0,3,2,3,0,0,0,0,0,0,0,0,1,0,1,1,5,150000.0,1,1
21,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2320500.0,1,4
18,1,1,1,0,1,5,5,0,0,0,0,0,0,0,0,15,0,0,0,3,3000000.0,1,15
0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,6,0,0,1,0,3480750.0,1,6
4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0,1,5,3406162.5,3,9
4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,5,828750.0,1,9
19,1,4,3,1,0,0,2,1,1,1,1,1,1,1,1,6,6,1,1,0,38578610.0,4,12
6,1,2,1,1,1,3,0,1,0,1,1,0,1,0,0,27,2,0,0,4,7127250.0,2,29
8,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,1,3,2486250.0,1,10
27,1,0,3,3,0,3,2,1,1,1,0,1,1,1,0,7,3,1,1,3,28177500.0,6,10
4,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,4,0,1,1,0,994500.0,1,4
14,1,4,1,1,0,3,6,0,0,0,0,0,0,0,0,7,5,1,1,0,4538660.0,2,12
12,2,0,2,0,4,1,1,0,0,0,0,0,0,0,0,17,25,0,1,0,9945000.0,2,42
1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,7,0,1,3,1160250.0,1,11
19,0,4,3,1,0,0,2,1,1,1,1,1,1,1,1,7,7,0,1,3,45386600.0,4,14
1,2,1,0,1,3,3,0,0,0,0,0,0,0,0,0,23,1,0,0,3,3315000.0,1,24
46,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,12,3,0,1,1,15912000.0,1,15
15,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1160250.0,1,3
4,3,2,1,1,0,0,2,1,0,1,1,1,1,1,0,13,3,0,0,4,17403750.0,2,16
43,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,14,0,0,0,3,182116.0,4,14
34,1,0,1,1,2,2,2,0,0,0,0,0,0,0,0,9,0,0,0,1,2486250.0,2,9
15,1,4,1,1,0,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,60000.0,2,3
21,3,2,1,1,0,0,2,1,1,1,1,0,0,0,0,12,0,1,1,4,26520000.0,2,12
47,1,1,0,1,2,3,0,1,1,1,1,1,0,0,0,36,0,0,0,5,15746250.0,1,36
4,3,2,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,50000.0,2,3
1,0,1,0,1,1,5,0,1,1,1,1,0,1,1,0,23,0,0,0,3,7790250.0,1,23
1,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,4,7,0,1,5,1657500.0,2,11
4,1,1,1,0,3,2,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1491750.0,1,3
28,1,1,0,1,0,3,3,1,1,1,1,1,1,1,0,30,30,0,1,2,13260000.0,1,60
29,1,1,0,1,3,3,0,1,1,1,1,0,0,0,0,21,0,0,1,1,248625.0,1,21
36,1,1,1,0,5,3,3,0,0,0,0,0,0,0,0,21,0,0,1,5,497250.0,1,21
4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,6630000.0,2,8
3,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,1,0,6083025.0,2,9
0,1,1,0,1,3,2,6,1,1,1,0,0,0,0,0,1,0,0,1,3,5304000.0,1,1
18,0,0,1,2,0,1,6,0,0,0,0,0,0,0,0,2,7,0,0,1,11602500.0,3,9
15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,165750.0,1,7
3,0,1,0,1,3,0,0,1,1,1,1,0,0,0,0,10,0,1,1,0,155380.0,1,10
4,3,1,1,0,1,0,0,1,0,1,1,1,1,1,0,11,2,0,1,0,9945000.0,1,13
1,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,33,3,0,1,0,2845050.0,1,36
4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,430950.0,1,2
3,1,1,0,1,3,0,2,0,0,0,0,0,0,0,0,7,0,1,1,0,2652000.0,1,7
14,1,2,1,1,0,0,2,1,1,1,1,1,1,0,0,7,6,0,1,0,165750.0,2,13
3,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,19,0,1,0,0,3315000.0,1,19
48,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,5,0,1,3,3315000.0,1,6
25,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,331500.0,1,1
27,0,1,1,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,414375.0,1,3
35,0,4,1,3,0,3,1,0,0,0,0,0,0,0,0,0,6,0,1,0,6630000.0,4,6
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1507876.5,1,6
1,1,1,1,0,4,3,2,0,0,0,0,0,0,0,0,30,0,0,1,1,4267575.0,1,30
21,1,0,2,0,4,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3063595.5,2,14
40,1,0,0,2,0,3,3,0,0,0,0,0,0,0,0,5,0,0,1,0,2320500.0,2,5
19,0,0,2,2,0,0,2,1,1,1,1,1,1,1,1,6,7,0,1,4,28366625.0,4,13
28,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3,2320500.0,3,5
20,1,0,2,0,0,0,6,1,0,1,0,0,1,1,0,5,2,0,1,3,2000070.0,2,7
8,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0,1657500.0,2,10
3,1,1,0,1,0,0,2,1,1,1,1,1,0,1,0,2,0,0,1,0,3563625.0,1,2
0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,4,0,0,0,4,794265.5,1,4
28,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1657500.0,1,5
28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,3315000.0,1,4
2,1,1,0,1,2,3,2,0,0,0,0,0,0,0,0,6,0,1,1,3,1160250.0,1,6
4,1,1,1,0,3,0,2,1,1,1,1,1,0,0,0,5,0,0,1,0,5038800.0,1,5
1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,712725.0,1,2
4,1,0,1,1,0,0,2,1,1,1,1,1,1,1,0,6,6,0,1,2,19227000.0,2,12
21,2,0,1,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,4538660.0,4,3
19,1,2,1,1,0,3,3,0,0,0,0,0,0,0,0,0,35,0,1,0,248625.0,2,35
3,1,1,0,1,0,7,2,0,0,0,0,0,0,0,0,4,2,0,1,0,82875.0,1,6
0,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,2,0,1,1,0,1657500.0,1,2
2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,17,3,0,0,1,2767440.0,1,20
30,1,1,1,0,4,1,6,0,0,0,0,0,0,0,0,17,0,0,1,0,1969112.5,1,17
6,1,0,3,0,0,0,2,1,1,1,1,1,1,1,1,12,4,0,1,0,1657500.0,3,16
36,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1,1243125.0,1,14
35,0,4,2,2,0,3,1,0,0,0,0,0,0,0,0,1,6,0,1,0,6630000.0,4,7
1,1,3,2,0,1,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1500000.0,2,13
3,2,1,0,1,5,5,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1553800.0,1,7
8,2,1,1,0,0,3,2,1,0,1,1,1,1,1,0,3,3,0,1,0,6132750.0,1,6
3,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,497250.0,1,1
28,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30,0,0,0,4,3315000.0,1,30
30,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,1,0,82875.0,1,4
14,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,20,10,0,1,5,22693300.0,2,30
1,2,1,0,1,0,0,5,0,0,0,0,0,0,0,0,6,0,0,1,3,364650.0,1,6
8,1,1,0,1,1,0,2,0,0,1,1,1,1,1,0,5,1,0,0,4,3315000.0,1,6
32,0,2,1,1,0,0,2,1,0,1,1,1,1,1,1,9,3,0,1,0,51548250.0,2,12
6,1,0,0,2,3,2,2,0,0,0,0,0,0,0,0,3,0,1,1,1,5801250.0,2,3
1,1,2,1,1,0,0,2,1,1,1,1,1,1,0,0,4,7,0,1,0,18613725.0,2,11
26,1,2,1,1,0,4,2,0,0,0,0,0,0,0,0,16,14,0,1,0,20553000.0,2,30
4,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,42,0,0,0,3,33150000.0,1,42
4,1,2,1,1,0,4,0,1,0,1,1,1,1,1,0,10,3,0,1,5,10773750.0,2,13
6,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,828750.0,1,14
3,0,1,0,1,3,2,7,0,0,0,0,0,0,0,0,6,0,0,0,3,497250.0,1,6
20,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,2486250.0,1,6
30,1,1,0,1,4,0,5,1,0,1,0,1,1,1,0,30,0,0,1,1,437500.0,1,30
6,1,1,0,1,6,5,2,1,0,0,0,0,0,0,0,3,0,0,1,0,17072250.0,1,3
27,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,0,5673325.0,2,20
4,2,1,1,0,5,4,3,0,0,0,0,0,0,0,0,61,3,0,1,0,8287500.0,1,64
4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,12,0,0,1,1,2486250.0,2,12
1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1564777.5,1,6
6,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,911625.0,1,5
11,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,10,0,0,0,2,120000.0,2,10
3,0,0,2,1,1,3,0,1,0,1,1,0,0,1,0,16,0,1,0,0,26520000.0,3,16
1,1,1,0,1,0,4,2,1,1,1,1,1,1,1,1,9,0,0,1,5,5138250.0,1,9
3,1,1,0,1,2,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3563625.0,1,5
1,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,4,0,0,1,0,1657500.0,1,4
19,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,3,1,1,4,5673325.0,1,15
1,0,0,1,1,0,4,2,1,1,1,1,1,0,0,1,9,0,1,1,0,6961500.0,2,9
4,0,4,2,1,0,0,2,1,1,1,1,1,1,1,0,4,0,1,0,0,56355000.0,3,4
1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4552080.0,2,14
6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,2,1989000.0,1,37
49,3,4,2,2,0,0,2,1,0,1,1,1,1,0,1,5,0,1,1,0,33150000.0,4,5
4,2,1,1,0,5,1,0,1,1,1,1,1,1,1,1,50,6,0,1,2,3315000.0,1,56
8,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,532057.5,1,5
20,0,4,2,2,0,0,2,1,1,1,1,0,0,0,0,7,0,0,1,4,51382500.0,4,7
1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,1,3,840352.5,2,9
1,0,2,1,1,0,4,2,1,1,1,1,1,1,1,0,7,0,0,1,2,1342575.0,2,7
1,1,2,1,1,0,0,2,1,1,1,1,1,1,1,0,3,7,1,1,0,17639310.0,2,10
8,1,4,1,3,0,0,2,1,1,1,1,1,1,1,0,4,0,0,1,0,94809000.0,4,4
6,1,1,0,1,0,4,0,1,0,1,1,0,1,1,1,12,0,0,1,1,3480750.0,1,12
4,2,1,1,0,5,1,0,1,0,1,1,1,1,0,0,10,0,0,1,1,3315000.0,1,10
44,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0,1,4,2269330.0,1,13
4,0,1,1,0,2,0,6,0,0,0,0,0,0,0,0,2,0,1,1,0,2154750.0,1,2
1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1491750.0,1,5
50,1,1,0,1,3,3,3,0,0,0,0,0,0,0,0,37,0,0,0,3,5801250.0,1,37
20,0,1,0,1,0,5,2,1,1,1,1,1,1,0,1,6,0,0,1,2,6746025.0,1,6
1,2,1,1,0,0,4,2,0,0,0,0,0,0,0,0,12,2,0,1,3,3315000.0,1,14
6,1,1,0,1,3,3,2,0,0,0,0,0,0,0,0,37,2,0,1,0,318703.0,1,39
21,1,2,1,1,0,0,3,1,0,1,1,1,1,1,1,13,0,0,1,1,26851500.0,2,13
3,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,12,1,1,3,6878625.0,2,12
14,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3315000.0,2,6
1,1,1,0,1,0,4,0,1,1,1,0,1,1,0,1,10,0,0,1,1,4060875.0,1,10
4,0,0,10,2,1,0,2,1,1,1,1,0,1,1,0,21,0,0,1,4,9116250.0,12,21
4,3,0,2,4,0,0,2,1,1,1,1,1,0,1,0,5,0,0,1,1,9613500.0,6,5
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,14,0,0,1,0,1326000.0,2,14
3,1,1,0,1,2,3,2,0,0,0,0,0,0,0,0,3,0,0,1,1,563550.0,1,3
43,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2000000.0,1,4
2,1,1,0,1,0,4,2,1,0,1,1,1,1,1,0,12,4,0,1,4,8121750.0,1,16
3,1,1,0,1,0,4,6,1,0,1,1,1,1,1,0,14,0,0,1,0,9398025.0,1,14
3,1,1,1,0,2,0,6,0,0,0,0,0,0,0,0,2,0,1,1,0,1160250.0,1,2
2,1,0,0,2,0,3,2,0,0,1,0,0,0,0,0,6,0,0,1,4,3812250.0,2,6
21,3,2,1,1,0,0,2,0,0,0,0,0,0,0,0,20,1,0,1,0,6630000.0,2,21
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,1,12,0,0,1,4,16989375.0,1,12
14,0,0,0,2,3,4,3,0,0,0,0,0,0,0,0,13,0,1,0,1,4143750.0,2,13
1,2,1,1,0,4,5,0,1,0,1,1,1,0,0,1,14,0,0,1,1,6961500.0,1,14
4,3,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,4,50139375.0,2,7
20,1,2,1,1,0,0,3,0,0,0,0,0,0,0,0,9,5,0,1,1,5121675.0,2,14
1,1,0,3,0,0,0,2,1,0,1,1,0,0,1,0,7,0,0,1,4,4972500.0,3,7
51,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,1,3,4143750.0,1,13
0,3,0,2,4,0,0,2,1,0,1,1,1,0,1,1,10,0,0,0,1,2618336.0,6,10
4,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,10,0,0,1,0,663000.0,1,10
0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,15,3,0,1,0,1657500.0,1,18
3,0,2,1,1,0,0,6,1,0,1,1,1,1,0,0,17,0,0,1,0,16409250.0,2,17
15,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,4,1160250.0,1,3
21,1,3,1,1,0,4,2,1,1,1,1,0,1,0,0,7,0,0,1,3,11602500.0,2,7
30,0,2,1,1,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,4,19890000.0,2,7
1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,5,0,0,1,0,5974605.0,1,5
43,0,1,0,1,0,0,2,1,0,1,1,1,1,1,1,12,0,1,1,1,6630000.0,1,12
15,1,1,1,0,2,5,7,0,0,0,0,0,0,0,0,4,0,0,0,3,994500.0,1,4
30,0,2,1,1,0,0,2,1,0,1,1,0,1,1,1,10,9,0,1,2,15752900.0,2,19
27,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,5673325.0,4,3
1,2,1,0,1,6,0,2,0,0,0,0,0,0,0,0,10,0,0,1,3,2845050.0,1,10
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,2320500.0,1,13
15,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,331500.0,1,2
20,1,2,1,1,0,0,2,1,0,1,1,1,0,1,1,7,5,0,1,1,9945000.0,2,12
4,3,2,1,1,0,0,2,1,1,1,1,1,0,0,0,10,0,1,1,0,39780000.0,2,10
14,1,1,0,1,0,4,2,1,1,1,1,0,1,1,0,9,0,0,1,3,5884125.0,1,9
14,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,567332.5,1,6
21,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,1,1657500.0,1,6
15,1,1,0,1,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,200557.5,1,3
51,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,7,0,0,1,3,1989000.0,1,7
27,0,4,2,2,0,0,2,1,1,1,0,1,1,1,0,7,7,0,1,4,16575000.0,4,14
1,2,2,2,2,1,3,6,0,0,0,0,0,0,0,0,0,60,0,0,4,200000.0,4,60
1,3,0,1,1,5,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,828750.0,2,15
21,1,2,1,1,0,0,6,0,0,0,0,0,0,0,0,7,5,0,1,0,11346650.0,2,12
3,1,2,1,1,1,0,0,1,1,1,1,1,0,0,0,11,0,0,0,0,1546790.0,2,11
1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,1,4,4538660.0,1,25
20,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,13,4,0,1,0,11346650.0,2,17
21,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,2,1248131.5,1,20
4,2,1,0,1,5,1,0,1,0,1,1,1,1,1,1,50,6,0,0,0,3315000.0,1,56
28,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,331500.0,1,1
4,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,828750.0,1,3
1,0,2,1,1,0,0,2,1,1,1,1,1,1,1,0,12,0,0,0,0,25605450.0,2,12
25,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,3,1,1,0,5,3315000.0,2,4
4,3,2,1,1,0,0,2,1,0,1,1,1,0,1,0,12,0,0,1,0,14917500.0,2,12
4,3,3,0,2,0,0,2,1,1,1,1,1,1,1,0,11,0,0,0,4,14917500.0,2,11
20,0,4,4,1,0,0,2,1,1,1,1,1,1,1,1,7,0,0,1,4,22790625.0,5,7
4,0,2,1,1,0,0,2,1,0,1,0,1,1,1,0,9,2,0,1,4,5469750.0,2,11
4,1,0,2,0,0,8,7,1,1,1,0,0,1,1,0,14,0,3,1,4,82875000.0,2,14
14,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,20,0,0,1,0,10665851.0,2,20
4,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,9,0,1,1,1,12016875.0,2,9
4,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,42,0,0,0,0,663000.0,1,42
26,0,0,3,1,0,3,2,1,1,1,1,0,0,0,0,2,9,0,1,4,51382500.0,4,11
0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,11,4,0,1,1,7458750.0,3,15
4,0,1,1,0,0,0,2,1,0,1,1,1,1,1,0,14,0,0,1,4,15249000.0,1,14
52,1,1,0,1,4,0,6,0,0,0,0,0,0,0,0,42,5,0,1,1,2486250.0,1,47
1,0,0,6,6,1,5,2,1,1,1,1,1,1,1,0,7,0,0,0,0,11380200.0,12,7
20,0,4,1,3,0,0,6,1,0,1,1,1,1,1,1,9,3,0,1,0,22376250.0,4,12
43,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,21,0,0,0,2,534431.0,2,21
21,1,0,1,1,0,0,3,1,0,1,1,0,1,1,0,7,0,0,1,4,4292925.0,2,7
53,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,5,9,0,1,4,1906125.0,2,14
4,1,0,1,1,0,0,2,1,1,1,1,1,1,1,0,3,0,0,1,1,11685375.0,2,3
19,3,2,1,1,0,1,2,1,1,1,1,1,1,1,1,5,0,1,1,0,9758119.0,2,5
29,3,2,1,1,0,0,1,1,1,1,1,1,1,1,1,13,0,0,1,0,13260000.0,2,13
4,3,0,3,6,0,4,2,1,1,1,1,1,1,1,1,16,0,0,1,3,33067125.0,9,16
19,3,2,1,1,0,1,2,1,1,1,1,1,1,1,1,5,0,1,1,0,9531186.0,2,5
4,3,2,1,1,0,0,2,1,1,1,1,1,1,0,0,6,0,1,1,4,25194000.0,2,6
1,1,3,1,2,1,0,0,1,1,1,1,0,0,0,0,19,3,0,0,0,10939500.0,3,22
15,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1243125.0,1,5
21,0,2,1,1,0,0,2,1,1,1,1,0,0,1,0,14,0,0,1,3,6630000.0,2,14
20,0,0,3,1,0,0,2,1,1,1,1,1,1,1,0,9,3,0,1,3,24862500.0,4,12
28,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,12,0,0,0,6,1524900.0,1,12
2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,42,3,0,0,3,3315000.0,2,45
4,0,2,1,1,0,0,2,1,0,1,1,1,1,1,0,4,0,0,1,0,200000.0,2,4
1,2,0,2,1,1,3,0,0,0,0,0,0,0,0,0,24,4,0,0,4,2850900.0,3,28
20,1,0,1,1,0,0,2,1,1,1,1,1,1,1,0,12,0,0,1,1,10442250.0,2,12
8,3,2,1,1,0,0,6,1,1,1,1,1,1,1,1,9,3,0,1,0,20718750.0,2,12
30,1,3,1,1,0,4,2,1,1,1,1,1,1,1,1,9,0,1,1,2,16740750.0,2,9
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,3,4143750.0,1,14
20,0,4,2,1,0,3,0,1,1,0,0,0,0,0,0,7,4,0,1,3,17569500.0,3,11
20,1,0,1,1,0,0,2,1,1,1,1,1,1,1,1,9,5,0,1,3,313000.0,2,14
8,0,4,3,1,0,0,2,1,1,1,1,1,1,1,1,10,0,0,1,0,85059156.0,4,10
14,0,3,0,2,0,0,1,1,1,0,0,1,1,1,0,14,0,0,1,0,19289305.0,2,14
2,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,10,4,0,1,3,8287500.0,2,14
4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,663000.0,1,9
25,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,7,0,0,0,2,828750.0,2,7
30,3,2,1,1,0,0,2,1,1,1,1,1,1,1,0,7,0,0,1,4,315058.0,2,7
4,1,0,2,0,0,0,1,1,0,1,1,1,1,1,0,6,0,0,1,5,8121750.0,2,6
14,1,0,2,1,0,0,0,1,0,1,1,1,0,0,0,5,0,0,1,4,6961500.0,3,5
6,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,10,0,0,0,3,828750.0,1,10
4,0,1,0,1,0,0,2,1,0,1,1,1,0,1,0,11,0,0,1,0,12928500.0,1,11
4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,10,0,0,1,5,3364725.0,1,10
20,1,4,2,4,0,3,2,0,0,0,0,0,0,0,0,0,12,0,1,6,24962630.0,6,12
4,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1657500.0,1,3
33,3,2,11,1,0,0,2,1,0,1,1,1,0,0,0,14,0,0,1,5,7715722.0,12,14
20,1,4,2,2,0,0,2,1,1,1,0,1,0,1,1,10,0,0,1,3,30409022.0,4,10
4,3,1,1,0,0,0,1,1,0,1,1,1,1,1,0,15,0,0,1,5,23205000.0,1,15
21,0,2,1,1,0,3,7,1,1,1,1,1,0,0,1,10,6,0,0,2,33315750.0,2,16
34,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1,1,6,265200.0,1,2
3,1,0,6,6,0,3,2,1,0,1,1,0,0,1,0,4,2,0,1,0,10608000.0,12,6
8,1,1,0,1,2,0,4,0,0,0,0,0,0,0,0,4,0,0,1,3,2154750.0,1,4
6,0,1,0,1,2,7,7,0,0,0,0,0,0,0,0,12,0,1,0,1,4972500.0,1,12
54,1,1,0,1,3,2,4,0,0,0,0,0,0,0,0,4,0,1,0,3,994500.0,1,4
4,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,828750.0,1,4
21,0,0,3,3,0,0,2,1,1,1,1,1,1,1,0,7,0,0,1,4,49807875.0,6,7
20,1,4,1,3,0,0,6,1,1,1,1,1,1,1,1,4,0,0,1,3,23453625.0,4,4
1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,0,6,0,0,1,4,10276500.0,2,6
4,0,2,1,1,0,0,2,1,1,1,1,1,0,0,0,7,0,0,1,4,43095000.0,2,7
28,1,2,1,1,0,0,2,1,0,1,1,1,0,1,0,5,0,0,1,4,8121750.0,2,5
51,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2723196.0,1,21
30,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,3315000.0,1,7
14,1,0,1,1,0,4,2,1,1,1,1,1,0,0,0,9,0,0,0,3,4641000.0,2,9
1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,2,52030.0,2,6
1,2,1,1,0,6,0,2,1,0,1,1,1,1,0,1,14,0,0,1,1,11949210.0,1,14
1,2,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3698565.0,3,7
19,1,2,1,1,0,0,2,1,1,1,1,1,0,1,1,4,3,0,1,3,11602500.0,2,7
20,0,0,0,1,0,8,0,1,1,1,1,1,1,1,1,9,0,0,1,0,1657500.0,1,9
14,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,11,4,0,1,4,4538660.0,2,15
4,1,0,2,3,0,4,0,1,0,1,1,1,1,1,0,9,0,0,1,5,4641000.0,5,9
3,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,3,0,1,0,0,663000.0,1,3
8,2,1,1,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,1,4,663000.0,1,4
4,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,11,2,0,1,4,11271000.0,3,13
